City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
526,New Ulm,44.3125,-94.4605,50.56,50,40,26.46,US,2022-04-02 20:51:12,scattered clouds
527,Port Moresby,-9.4431,147.1797,72.82,100,20,3.44,PG,2022-04-02 20:51:13,few clouds
528,Ardmore,34.1743,-97.1436,75.85,35,0,8.05,US,2022-04-02 20:51:13,clear sky
529,Eyl,7.9803,49.8164,78.58,80,57,8.08,SO,2022-04-02 20:51:13,broken clouds
530,Poya,-21.35,165.15,80.4,84,99,3.2,NC,2022-04-02 20:51:14,overcast clouds
531,Nabire,-3.3667,135.4833,74.25,85,75,4.68,ID,2022-04-02 20:49:19,broken clouds
532,Manacapuru,-3.2997,-60.6206,76.23,94,100,5.03,BR,2022-04-02 20:51:14,moderate rain
533,Houma,29.5958,-90.7195,75.02,55,59,8.01,US,2022-04-02 20:51:15,broken clouds
534,Muyezerskiy,63.9333,31.65,22.66,85,100,9.55,RU,2022-04-02 20:51:15,light snow
535,Ust-Tarka,55.5672,75.705,31.1,98,100,9.66,RU,2022-04-02 20:51:16,light snow
536,Plaridel,14.8872,120.8572,77.11,74,97,4.52,PH,2022-04-02 20:51:16,overcast clouds
537,Verkhnyaya Inta,65.9811,60.3094,7.16,93,88,6.33,RU,2022-04-02 20:51:16,overcast clouds
538,Bud,39.447,-86.1758,56.68,47,60,16.87,US,2022-04-02 20:51:17,broken clouds
539,Oistins,13.0667,-59.5333,82.49,61,75,26.46,BB,2022-04-02 20:51:17,broken clouds
540,Davila,18.4726,120.5763,77.0,82,100,23.71,PH,2022-04-02 20:51:17,overcast clouds
541,San Jose,37.3394,-121.895,78.93,43,40,8.01,US,2022-04-02 20:50:05,scattered clouds
542,Hazorasp,41.3194,61.0742,57.04,25,100,10.85,UZ,2022-04-02 20:51:18,overcast clouds
543,Alihe,50.5667,123.7167,27.07,83,50,2.89,CN,2022-04-02 20:51:18,scattered clouds
544,Ljungby,56.8332,13.9408,24.98,71,10,6.76,SE,2022-04-02 20:51:19,clear sky
545,Burgeo,47.6167,-57.6152,32.85,98,100,25.32,CA,2022-04-02 20:51:19,snow
546,Penzance,50.1186,-5.5371,41.83,83,63,8.99,GB,2022-04-02 20:51:19,broken clouds
547,Amapa,1.0,-52.0,74.53,97,100,4.14,BR,2022-04-02 20:51:20,very heavy rain
548,Gladstone,-23.85,151.25,67.93,88,6,4.61,AU,2022-04-02 20:51:21,clear sky
549,Huarmey,-10.0681,-78.1522,74.12,72,100,10.51,PE,2022-04-02 20:52:22,overcast clouds
550,Saint-Paul,-21.0096,55.2707,77.11,89,100,3.38,RE,2022-04-02 20:52:23,moderate rain
551,Baykit,61.67,96.37,1.78,100,99,3.38,RU,2022-04-02 20:52:23,overcast clouds
552,Sardarshahr,28.4333,74.4833,81.48,5,0,9.57,IN,2022-04-02 20:52:23,clear sky
553,Morristown,36.214,-83.2949,61.9,38,40,11.5,US,2022-04-02 20:50:24,scattered clouds
554,Canto Do Buriti,-8.11,-42.9444,80.01,67,70,4.16,BR,2022-04-02 20:52:24,broken clouds
555,Sao Gabriel,-30.3364,-54.32,69.96,63,0,7.25,BR,2022-04-02 20:51:12,clear sky
556,Champerico,14.3,-91.9167,93.74,60,2,14.79,GT,2022-04-02 20:52:24,clear sky
557,Ust-Kuyga,70.0167,135.6,-16.38,98,52,1.19,RU,2022-04-02 20:52:25,broken clouds
558,Elko,41.0002,-115.5012,60.82,27,20,18.01,US,2022-04-02 20:50:26,few clouds
559,Kaka,37.3482,59.6143,64.44,26,2,11.39,TM,2022-04-02 20:52:25,clear sky
560,Itinga,-16.6131,-41.7653,85.03,39,12,10.02,BR,2022-04-02 20:52:26,few clouds
561,Sorong,-0.8833,131.25,79.16,83,100,5.86,ID,2022-04-02 20:52:26,overcast clouds
562,Kouroussa,10.65,-9.8833,90.36,32,88,9.08,GN,2022-04-02 20:52:26,overcast clouds
563,Elmira,42.0898,-76.8077,50.52,39,0,4.61,US,2022-04-02 20:52:26,clear sky
564,Belmonte,-15.8631,-38.8828,77.95,78,6,5.64,BR,2022-04-02 20:52:14,clear sky
565,Necochea,-38.5473,-58.7368,66.58,48,0,17.72,AR,2022-04-02 20:52:27,clear sky
566,Valleyview,55.0667,-117.2859,42.84,33,16,16.11,CA,2022-04-02 20:52:27,few clouds
567,Seddon,-37.8068,144.8916,59.99,88,100,6.91,AU,2022-04-02 20:52:28,overcast clouds
568,Pyaozerskiy,65.8333,31.1667,23.97,94,100,9.31,RU,2022-04-02 20:52:28,light snow
569,Kismayo,-0.3582,42.5454,80.85,76,43,12.15,SO,2022-04-02 20:52:28,scattered clouds
570,Kudat,6.8837,116.8477,77.29,94,20,0.0,MY,2022-04-02 20:52:29,few clouds
571,Jilib,0.4883,42.7854,79.84,77,72,8.19,SO,2022-04-02 20:52:29,broken clouds
572,Mpanda,-6.3655,31.0409,66.31,90,97,0.72,TZ,2022-04-02 20:52:29,overcast clouds
573,Sabang,5.8933,95.3214,81.09,75,100,4.68,ID,2022-04-02 20:50:12,light rain
574,Adrar,20.5022,-10.0711,82.54,12,18,9.89,MR,2022-04-02 20:52:30,few clouds
575,Zinder,13.8072,8.9881,86.05,6,100,9.8,NE,2022-04-02 20:52:30,overcast clouds
576,Pandamatenga,-18.5278,25.627,66.42,70,9,5.61,BW,2022-04-02 20:52:30,clear sky
577,Vestmanna,62.1564,-7.1664,41.92,87,100,13.8,FO,2022-04-02 20:52:31,overcast clouds
578,Chernyshevskiy,63.0128,112.4714,-13.05,100,100,3.2,RU,2022-04-02 20:52:31,overcast clouds
579,Simpang,-1.2667,104.0833,73.62,96,33,1.79,ID,2022-04-02 20:52:31,scattered clouds
580,Bagnols-Sur-Ceze,44.1599,4.6178,41.22,58,100,25.32,FR,2022-04-02 20:52:32,overcast clouds
581,Sungairaya,0.7,108.9,77.56,86,35,0.76,ID,2022-04-02 20:52:32,scattered clouds
582,Faya,18.3851,42.4509,64.51,20,0,5.48,SA,2022-04-02 20:52:33,clear sky
583,Labrea,-7.2586,-64.7981,69.33,98,100,2.21,BR,2022-04-02 20:52:33,overcast clouds
584,Pringsewu,-5.3582,104.9744,72.37,97,70,2.98,ID,2022-04-02 20:52:33,broken clouds
585,Llangefni,53.2556,-4.3106,40.73,81,5,6.91,GB,2022-04-02 20:52:34,clear sky
586,Ler,8.3018,30.1418,91.65,30,100,4.27,SS,2022-04-02 20:52:34,overcast clouds
587,Pyatnitskoye,50.4233,37.8273,50.88,90,90,16.11,RU,2022-04-02 20:52:34,light rain
588,West Bay,19.3667,-81.4167,86.07,66,20,9.22,KY,2022-04-02 20:52:35,few clouds
589,Chara,56.9064,118.2631,23.85,93,100,1.63,RU,2022-04-02 20:52:35,light snow
590,Ulaanbaatar,47.9077,106.8832,34.05,28,44,2.95,MN,2022-04-02 20:50:34,scattered clouds
591,Coquimbo,-29.9533,-71.3436,62.33,72,20,9.22,CL,2022-04-02 20:52:35,few clouds
592,Jos,9.9167,8.9,81.7,11,100,2.95,NG,2022-04-02 20:52:36,overcast clouds
593,Frome,51.2283,-2.3221,41.63,84,13,4.27,GB,2022-04-02 20:52:36,few clouds
594,Okha,53.5739,142.9478,14.88,94,57,5.39,RU,2022-04-02 20:53:38,broken clouds
595,Piacabucu,-10.4056,-36.4344,78.31,81,22,8.32,BR,2022-04-02 20:53:38,few clouds
596,Plattsburgh,44.6995,-73.4529,47.16,27,0,5.75,US,2022-04-02 20:51:34,clear sky
597,Alamor,-4.0181,-80.0197,67.68,89,96,2.8,EC,2022-04-02 20:53:38,moderate rain
598,Yankton,42.8711,-97.3973,61.12,26,20,17.27,US,2022-04-02 20:50:53,few clouds
599,Guiyang,26.5833,106.7167,39.69,93,0,2.24,CN,2022-04-02 20:53:39,clear sky
600,Contai,21.7786,87.7536,78.48,91,13,14.52,IN,2022-04-02 20:53:39,few clouds
601,Nantucket,41.2835,-70.0995,55.51,42,0,16.11,US,2022-04-02 20:50:16,clear sky
602,Leh,34.1667,77.5833,25.16,70,2,3.15,IN,2022-04-02 20:53:40,clear sky
603,Chifeng,42.2683,118.9636,39.99,32,37,6.78,CN,2022-04-02 20:53:40,scattered clouds
604,Vao,-22.6667,167.4833,79.07,87,87,18.9,NC,2022-04-02 20:53:40,overcast clouds
605,Beloha,-25.1667,45.05,71.2,66,0,3.58,MG,2022-04-02 20:53:41,clear sky
606,Udimskiy,61.1417,45.9144,17.62,94,100,6.13,RU,2022-04-02 20:53:41,overcast clouds
607,Koppal,15.35,76.15,80.17,61,11,8.03,IN,2022-04-02 20:53:41,few clouds
608,Igrejinha,-29.5744,-50.7903,75.67,81,51,2.66,BR,2022-04-02 20:53:42,broken clouds
609,Khani,41.9563,42.9566,58.57,82,23,8.52,GE,2022-04-02 20:53:42,few clouds
610,Dakar,14.6937,-17.4441,68.88,94,0,11.5,SN,2022-04-02 20:53:42,clear sky
611,Axim,4.8699,-2.2405,80.62,85,93,5.68,GH,2022-04-02 20:53:43,light rain
612,Ndele,8.4109,20.6473,85.64,19,57,0.83,CF,2022-04-02 20:53:43,broken clouds
613,Maragogi,-9.0122,-35.2225,79.09,77,12,6.4,BR,2022-04-02 20:53:43,few clouds
614,Blairmore,49.6,-114.4353,49.12,42,94,14.97,CA,2022-04-02 20:53:43,overcast clouds
615,Zhongshan,21.3226,110.5829,58.84,80,83,5.3,CN,2022-04-02 20:53:44,broken clouds
616,Villablino,42.9393,-6.3194,29.64,95,35,4.29,ES,2022-04-02 20:53:44,scattered clouds
617,Vondrozo,-22.8167,47.2833,62.91,98,7,3.09,MG,2022-04-02 20:53:44,clear sky
618,Shimoda,34.6667,138.95,45.1,81,100,10.13,JP,2022-04-02 20:53:45,light rain
619,Venice,27.0998,-82.4543,80.98,92,20,6.91,US,2022-04-02 20:53:45,mist
620,Morondava,-20.2833,44.2833,78.93,74,0,5.91,MG,2022-04-02 20:53:46,clear sky
621,Niamey,13.5137,2.1098,98.89,9,100,4.61,NE,2022-04-02 20:50:03,dust
622,Sungaipenuh,-2.0833,101.3833,61.84,84,95,2.15,ID,2022-04-02 20:53:46,moderate rain
623,Fenoarivo Atsinanana,-17.3667,49.4167,72.81,91,16,5.99,MG,2022-04-02 20:53:46,few clouds
624,Foca,38.6703,26.7566,62.47,78,0,20.49,TR,2022-04-02 20:53:47,clear sky
625,Antofagasta,-23.65,-70.4,67.28,70,1,6.98,CL,2022-04-02 20:50:04,clear sky
626,Killybegs,54.6333,-8.45,41.52,77,9,7.31,IE,2022-04-02 20:53:47,clear sky
627,Chicama,-7.8447,-79.1469,68.54,63,94,10.25,PE,2022-04-02 20:53:48,overcast clouds
628,Whitianga,-36.8333,175.7,66.4,83,100,2.21,NZ,2022-04-02 20:53:48,overcast clouds
629,Ola,59.5833,151.2833,14.63,77,100,5.26,RU,2022-04-02 20:53:48,overcast clouds
630,Batticaloa,7.7102,81.6924,78.35,84,77,8.59,LK,2022-04-02 20:53:48,broken clouds
631,Savannah Bight,16.45,-85.85,81.37,78,0,24.45,HN,2022-04-02 20:53:49,clear sky
632,Severnoye,56.3491,78.3619,27.48,98,100,5.84,RU,2022-04-02 20:53:49,snow
633,Roswell,34.0232,-84.3616,65.98,41,75,4.61,US,2022-04-02 20:53:21,broken clouds
634,Dicabisagan,17.0818,122.4157,76.39,81,96,4.18,PH,2022-04-02 20:53:50,light rain
635,Tomatlan,19.9333,-105.25,86.65,40,3,12.66,MX,2022-04-02 20:53:50,clear sky
636,Quatre Cocos,-20.2078,57.7625,75.31,87,100,15.93,MU,2022-04-02 20:53:50,moderate rain
637,Sigli,5.3848,95.9609,78.82,83,100,3.98,ID,2022-04-02 20:53:51,light rain
638,Voh,-20.9667,164.7,80.65,87,99,3.87,NC,2022-04-02 20:53:51,overcast clouds
639,Braco Do Norte,-28.275,-49.1656,71.56,89,76,1.63,BR,2022-04-02 20:53:51,broken clouds
640,Ostrovnoy,68.0531,39.5131,15.94,92,83,14.58,RU,2022-04-02 20:53:52,broken clouds
641,Kyaikkami,16.08,97.5675,77.76,69,69,8.16,MM,2022-04-02 20:54:52,moderate rain
642,Halifax,44.6453,-63.5724,41.22,69,100,10.36,CA,2022-04-02 20:54:00,overcast clouds
643,Nampula,-15.1165,39.2666,73.35,94,40,5.99,MZ,2022-04-02 20:54:52,scattered clouds
644,Yerbogachen,61.2767,108.0108,8.53,96,97,7.2,RU,2022-04-02 20:54:53,light snow
645,Fujin,47.26,132.0322,34.68,65,7,9.13,CN,2022-04-02 20:54:53,clear sky
646,Mandera,3.9366,41.867,88.61,31,85,10.65,KE,2022-04-02 20:54:53,overcast clouds
647,Tual,-5.6667,132.75,81.9,64,96,3.91,ID,2022-04-02 20:54:54,overcast clouds
648,Balakovo,52.0278,47.8007,52.32,83,100,16.69,RU,2022-04-02 20:54:54,light rain
649,Giyani,-23.3025,30.7187,73.35,61,0,4.16,ZA,2022-04-02 20:54:54,clear sky
650,Colquechaca,-18.6667,-66.0167,38.61,73,94,6.22,BO,2022-04-02 20:54:55,heavy intensity rain
651,Izhma,65.0083,53.9113,3.99,98,59,3.69,RU,2022-04-02 20:54:55,broken clouds
652,Bambanglipuro,-7.95,110.2833,75.97,87,79,1.88,ID,2022-04-02 20:54:55,broken clouds
653,Dumai,1.6833,101.45,73.76,97,66,3.29,ID,2022-04-02 20:54:56,moderate rain
654,Shasta Lake,40.6804,-122.3708,73.54,18,38,1.01,US,2022-04-02 20:54:56,scattered clouds
655,Urambo,-5.0667,32.05,67.55,77,64,4.59,TZ,2022-04-02 20:54:56,broken clouds
656,Progreso,21.2833,-89.6667,98.71,60,96,15.68,MX,2022-04-02 20:54:29,overcast clouds
657,Dunmore,41.4198,-75.6324,53.15,41,49,1.99,US,2022-04-02 20:54:58,scattered clouds
658,Gagino,55.2314,45.0339,38.07,100,100,6.6,RU,2022-04-02 20:54:58,overcast clouds
659,San Luis,-33.295,-66.3356,71.67,29,0,13.69,AR,2022-04-02 20:50:56,clear sky
660,Mislinja,46.4411,15.1956,32.29,93,100,1.54,SI,2022-04-02 20:54:59,light snow
661,Nagtipunan,16.2167,121.6,72.03,98,98,2.04,PH,2022-04-02 20:54:59,overcast clouds
662,Mount Isa,-20.7333,139.5,73.17,27,2,9.22,AU,2022-04-02 20:54:59,clear sky
663,Alappuzha,9.49,76.3264,79.93,83,33,4.14,IN,2022-04-02 20:55:00,scattered clouds
664,Deputatskiy,69.3,139.9,-18.94,100,100,2.15,RU,2022-04-02 20:55:00,overcast clouds
665,Daugavpils,55.8833,26.5333,27.39,78,95,9.95,LV,2022-04-02 20:55:00,overcast clouds
666,Mandalgovi,45.7625,106.2708,36.45,21,38,8.61,MN,2022-04-02 20:55:01,scattered clouds
667,Koygorodok,60.445,50.9968,24.21,85,100,7.74,RU,2022-04-02 20:55:01,overcast clouds
668,Clyde River,70.4692,-68.5914,14.23,85,100,9.22,CA,2022-04-02 20:55:01,fog
669,Prince George,53.9166,-122.753,48.25,41,0,8.05,CA,2022-04-02 20:51:30,clear sky
670,Saryg-Sep,51.5,95.6,23.2,96,100,1.97,RU,2022-04-02 20:55:02,overcast clouds
671,Babu,24.4167,111.5167,49.66,86,1,3.13,CN,2022-04-02 20:55:02,clear sky
672,Kirkenes,69.7271,30.0458,20.35,68,100,2.3,NO,2022-04-02 20:55:03,overcast clouds
673,Angoche,-16.2325,39.9086,78.1,76,0,3.94,MZ,2022-04-02 20:55:03,clear sky
674,Taperoa,-7.2075,-36.8267,79.05,61,57,12.3,BR,2022-04-02 20:55:03,broken clouds
675,Cervo,43.6702,-7.4101,48.96,69,11,7.83,ES,2022-04-02 20:55:04,few clouds
676,Jumla,29.2747,82.1838,46.85,69,0,4.14,NP,2022-04-02 20:55:04,clear sky
677,Mayuge,0.4597,33.4803,71.53,77,100,4.38,UG,2022-04-02 20:55:04,overcast clouds
678,Nago,26.5881,127.9761,61.65,79,100,7.85,JP,2022-04-02 20:55:05,overcast clouds
679,Malabo,3.75,8.7833,81.61,80,9,3.85,GQ,2022-04-02 20:55:05,clear sky
680,Bembereke,10.2283,2.6634,89.42,21,100,2.62,BJ,2022-04-02 20:55:05,overcast clouds
681,Gainesville,29.6516,-82.3248,63.91,88,75,8.05,US,2022-04-02 20:50:10,moderate rain
682,Kaeo,-35.1,173.7833,64.33,97,100,2.1,NZ,2022-04-02 20:55:06,overcast clouds
683,Toamasina,-18.1667,49.3833,73.4,88,20,6.91,MG,2022-04-02 20:55:06,few clouds
684,Qingdao,36.0986,120.3719,35.2,100,0,2.24,CN,2022-04-02 20:55:07,fog
685,Canutama,-6.5339,-64.3831,69.69,99,100,0.87,BR,2022-04-02 20:55:07,overcast clouds
686,Sayansk,54.1088,102.1648,29.12,80,100,11.41,RU,2022-04-02 20:51:40,light snow
687,Majene,-3.5403,118.9707,76.98,85,91,2.68,ID,2022-04-02 20:56:08,overcast clouds
688,Hay River,60.8156,-115.7999,3.16,71,75,9.22,CA,2022-04-02 20:51:44,broken clouds
689,Marzuq,14.4,46.4667,69.98,33,2,5.77,YE,2022-04-02 20:56:09,clear sky
690,Nioro,13.35,-15.75,79.72,39,6,11.65,GM,2022-04-02 20:56:09,clear sky
